phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
3492157,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0
3934823,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1
3852683,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0
3458350,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0
3344506,0,1,29,150,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0
3323544,0,1,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,0
3805102,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0
3956149,0,0,0,143.6,88,24.41,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3,0
3988122,0,1,40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,0
3344438,0,0,0,37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3,0
3847459,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0
3683931,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0
3531352,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0
3485725,0,0,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1
3652008,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1
3933635,0,1,27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0
3808727,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1
3812376,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0
3658114,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0
4155008,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0
3928318,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,0
4014007,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0
3387709,0,1,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0
3741981,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,1
3335101,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1
3453734,0,1,26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2,0
3845004,0,0,0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,1
3419396,0,1,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,0
4086302,0,0,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0
3487193,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1
4174063,0,1,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0
3756911,0,0,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0
3583604,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,0
3397485,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0
3683078,0,0,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0
4187055,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1
3869981,0,0,0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0
3662541,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0
3353110,0,1,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0
4007809,0,0,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0
4043106,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1
3332337,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0
3536482,0,0,0,170.6,97,29,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0
3978162,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0
3806722,0,0,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0
3292918,0,0,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,0
3488022,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0
3884459,0,0,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0
3583114,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,0
3439654,0,0,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0
4019909,0,1,23,149,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,0
4049978,0,1,36,96.8,123,16.46,170.6,105,14.5,166,85,7.47,13.4,4,3.62,2,0
3978011,0,0,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,0
3418719,0,0,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1
4081242,0,1,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,0
4067726,0,0,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0
3512773,0,0,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0
3686174,0,0,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0,0
3345029,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1
4131789,0,0,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0
4141246,0,1,25,173,91,29.41,245.8,64,20.89,300,99,13.5,4.8,3,1.3,0,0
3304978,0,0,0,268.7,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2,1
3861631,0,1,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,0
3631208,0,0,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,0
3345263,0,0,0,41.9,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1,0
3614137,0,0,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,0
3748187,0,1,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,0
3701525,0,0,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0
3553801,0,0,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1
3925605,0,0,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,0
3631366,0,1,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,0
3585274,0,0,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0
3769607,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1
3741213,0,0,0,182.7,142,31.06,246.5,63,20.95,218,103,9.81,8.8,2,2.38,1,0
4218537,1,0,0,161.3,83,27.42,124.4,83,10.57,262,98,11.79,14.1,3,3.81,0,1
3515576,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0
4077258,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1
4054420,1,1,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0
3402855,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0
3428002,1,0,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2,0
3556826,0,0,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0
4023886,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0
3365900,0,0,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0
3397684,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0
3902433,0,0,0,189.3,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0,0
3607246,0,1,42,166.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1,0
3356508,0,0,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1
3486720,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1
4066400,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0
3907370,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0
3905055,1,0,0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1
4057542,0,0,0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,0
3644927,0,0,0,158.6,112,26.96,220,114,18.7,252.9,106,11.38,9.1,3,2.46,0,0
3293458,0,1,39,91.5,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2,0
3313842,0,0,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0
3434147,1,1,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,0
3352274,0,0,0,244.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,1,1.78,1,0
3433227,0,1,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,0
3366907,0,0,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,0
3311391,0,0,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,1
3601643,0,1,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0
4102518,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0
3444970,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,0
4081486,0,1,21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0
3961648,0,0,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1,0
3912022,0,1,29,144.6,97,24.58,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0
4206465,1,0,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1
3982628,0,1,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,0
4095519,0,0,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,0
3918554,0,1,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0
3951693,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0
3933194,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0
3283402,0,0,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,0
4114781,0,0,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,0
4012581,0,0,0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,0
3851214,0,0,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0
3486853,0,0,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1
3418412,0,1,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,0
3308142,0,0,0,144,90,24.48,135.8,91,11.54,212.4,129,9.56,13,4,3.51,1,0
3611404,0,1,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,0
3759671,0,0,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1,0
3721824,0,0,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,0
4083606,0,0,0,225,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0
3333595,0,0,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0
3797009,0,1,36,254.2,78,43.21,228.1,105,19.39,98,125,4.41,13.8,7,3.73,5,0
4114940,0,0,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,0
4097523,1,0,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,1
4086725,0,0,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,0
3502384,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0
3481706,0,0,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0
4156145,0,0,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0
3733731,0,0,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0
3413349,0,0,0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0,0
3998859,0,0,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,0
3774518,1,0,0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,0
3411594,0,0,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,0
4188770,0,0,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,0
3329118,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0
3861418,0,0,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,0
3933535,0,0,0,167.8,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2,0
3289006,0,0,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,0
4022482,0,1,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,0
4084865,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0
3966247,0,1,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,0
3969462,0,0,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,0
3969279,0,1,23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,0
3638715,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1,0
3561358,0,0,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,0
3607839,0,0,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,0
3648774,0,0,0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0
3485038,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0
3654728,0,1,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0
3519037,0,0,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0
3979184,0,1,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,0
3984538,0,0,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,0
3826827,0,0,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,0
4081340,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,0
3339511,0,1,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16,4,0
3587379,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,0
3971766,1,0,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,1
3312144,0,1,26,208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1,0
3457014,0,0,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,0
3951898,0,1,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0
3738920,0,1,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,0
3738908,0,0,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1
4151203,0,0,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,0
3697017,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1
4208435,1,0,0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,1
3952579,0,1,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0
4057850,0,1,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,0
3947710,1,0,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,0
3424122,0,0,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,1
3401876,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1
3836095,0,0,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,1
4131061,0,1,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,0
3435347,0,0,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,0
3764861,0,0,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,0
4172265,0,0,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,0
4197415,0,0,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,0
4072259,0,0,0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,1
3332906,0,0,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,0
3607477,0,0,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,0
3425243,0,0,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,0
4173999,1,1,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,1
3791720,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,1
3683117,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0
3525000,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,0
4057676,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1
3612349,0,0,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1
3832901,1,1,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,0
3697049,0,0,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,0
3875533,0,0,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,1
3623660,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,0,0
3573577,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,0
3943312,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,0
3958330,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,0
3738895,0,0,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,0
3864581,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0
3548191,0,0,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,0
3597562,1,0,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,0
3594336,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1
3369901,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0
4063069,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,1
3346519,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1
3618113,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,0
3479769,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,0
3529130,1,1,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,0
3784557,0,0,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,0
3608919,0,0,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,0
4054109,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1
3812498,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,0
3575696,0,0,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1
4122947,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0
3633571,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,0
4055403,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,1
3309354,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1
3967091,0,0,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0
3983004,0,1,21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0,0
4004020,0,0,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0
3563448,0,1,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,0
3352019,0,0,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,1
3326633,0,1,40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,1,0
3597648,0,0,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,0
4129190,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0
3689007,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0
3845632,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,1
3526068,0,1,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,1
3439645,0,0,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,0
3847873,0,1,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0
3962187,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0
3835109,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0
3777843,0,1,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,0
3827999,0,0,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0
3281222,0,0,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,0
3711727,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1
3698871,0,0,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0
3359726,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0
3573709,0,0,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0
4229964,0,0,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0
3669211,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,0
3849033,0,0,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0
3824932,0,0,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1
4047518,0,0,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,0
3531954,0,0,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,0
3917166,0,0,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0
3709000,0,0,0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,0
3323642,0,0,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0
4123898,0,0,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0
3665640,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0
3562302,0,0,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0
3459018,0,0,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,0
3656205,0,0,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,0
3371151,0,0,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,0
3744664,1,0,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0
3969656,0,0,0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,0
3775043,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,1
4017359,0,0,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1
3752184,1,1,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1
3676005,0,0,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0
3642166,0,1,33,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,1,0
4144741,0,1,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0
